date,headline,source,url,origin,finbert_neg,finbert_neu,finbert_pos,finbert_score
2025-01-15,It’s a Good (Great?) Time to Be a Big Bank (Published 2025),The New York Times,https://www.nytimes.com/2025/01/15/business/bank-earnings-goldman-jpmorgan-chase-wells-fargo.html,alphavantage,0.012377317994832993,0.8554765582084656,0.13214610517024994,0.11976878717541695
2025-01-15,Major Banks Report Q4 2024 Earnings Before CPI,XTB.com,https://www.xtb.com/en/market-analysis/major-banks-report-q4-2024-earnings-before-cpi,alphavantage,0.3398969769477844,0.6336286067962646,0.02647438645362854,-0.3134225904941559
2025-01-18,KBWB: Expecting Additional Big Bank Momentum (NASDAQ:KBWB),Seeking Alpha,https://seekingalpha.com/article/4750390-kbwb-expecting-additional-big-bank-momentum,alphavantage,0.015712331980466843,0.08593674004077911,0.8983509540557861,0.8826386220753193
2025-01-30,Frost Bank’s parent exceeds analysts’ expectations on increased lending,San Antonio Express-News,https://www.expressnews.com/business/article/cullen-frost-bank-fourth-quarter-report-20063673.php,alphavantage,0.01758796162903309,0.03147653490304947,0.9509354829788208,0.9333475213497877
2025-02-10,Time for Bank ETFs?,TradingView,https://es.tradingview.com/news/zacks:da8495759094b:0-time-for-bank-etfs/,alphavantage,0.0362226739525795,0.9343358278274536,0.02944147400557995,-0.00678119994699955
2025-02-17,"BOJ Dekati Akhir Penjualan Saham Bank, Fokus Beralih ke Aset ETF",Bloomberg Technoz,https://www.bloombergtechnoz.com/detail-news/63133/boj-dekati-akhir-penjualan-saham-bank-fokus-beralih-ke-aset-etf,alphavantage,0.013828633353114128,0.9237791299819946,0.06239223852753639,0.048563605174422264
2025-02-19,"Commercial Property Values Drive Optimism Around 2025 Investments, TD Bank Survey Finds",TD Bank,https://stories.td.com/us/en/article/commercial-property-values-drive-optimism-around-2025-investments-td-bank-survey-finds,alphavantage,0.030995450913906097,0.2774048447608948,0.6915997266769409,0.6606042757630348
2025-03-20,"Australia's Feb unemployment rate remains unchanged at 4.1%, aligning with expectations",SeekingAlpha,https://seekingalpha.com/news/4422612-australias-feb-unemployment-rate-remains-unchanged-at-41-aligning-with-expectations?utm_source=finviz.com&utm_medium=referral&feed_item_type=news,finviz,0.4216334819793701,0.24228084087371826,0.3360856771469116,-0.0855478048324585
2025-03-24,What Europe Stands To Lose From Trump's Latest Threatened Tariffs,SeekingAlpha,https://seekingalpha.com/article/4770038-what-europe-stands-to-lose-from-trumps-latest-threatened-tariffs?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,finviz,0.1007009744644165,0.8617132902145386,0.03758580610156059,-0.06311516836285591
2025-03-25,"Australia As An Investing Opportunity: Stocks, Bonds And Real Estate",SeekingAlpha,https://seekingalpha.com/article/4770044-australia-as-an-investing-opportunity-stocks-bonds-and-real-estate?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,finviz,0.011886625550687313,0.906299352645874,0.08181402087211609,0.06992739532142878
2025-03-25,Weekly Commentary: In Defense Of The Constitution,SeekingAlpha,https://seekingalpha.com/article/4770127-weekly-commentary-in-defense-of-the-constitution?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,finviz,0.03249300271272659,0.9203013181686401,0.04720574617385864,0.01471274346113205
2025-03-27,Country ETF Dividends,SeekingAlpha,https://seekingalpha.com/article/4771061-country-etf-dividends?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,finviz,0.03649540990591049,0.9412956833839417,0.022208895534276962,-0.01428651437163353
2025-03-29,Weekly Commentary: Critical Market Juncture,Seeking Alpha,https://seekingalpha.com/article/4771525-weekly-commentary-critical-market-juncture?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,finviz,0.02987220510840416,0.9214165210723877,0.04871134087443352,0.018839135766029358
2025-04-03,"Asia Takes Big Tariffs Hit: Vietnam, Thailand Most Affected, While Exemptions Ease Impact For India, Singapore",Seeking Alpha,https://seekingalpha.com/article/4772696-tariffs-asia-vietnam-thailand-most-hit-exemptions-ease-impact-india-singapore?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,finviz,0.9474628567695618,0.026435980573296547,0.02610115148127079,-0.921361705288291
2025-04-10,What Should Be Your Stance on Bank ETFs Before Earnings Releases?,Nasdaq,https://www.nasdaq.com/articles/what-should-be-your-stance-bank-etfs-earnings-releases,alphavantage,0.045575883239507675,0.9261685013771057,0.028255602344870567,-0.017320280894637108
2025-04-22,"Bank of America's shareholders OK executive compensations, elect directors",Reuters,https://www.reuters.com/sustainability/boards-policy-regulation/bank-americas-shareholders-ok-executive-compensations-elect-directors-2025-04-22/,alphavantage,0.050412554293870926,0.928317129611969,0.021270303055644035,-0.02914225123822689
2025-04-23,The Best European Bank ETFs for Investors | Morningstar Europe,Morningstar Canada,https://global.morningstar.com/en-eu/etfs/best-european-bank-etfs-investors,alphavantage,0.010269124992191792,0.6424875855445862,0.3472432792186737,0.3369741542264819
2025-04-26,Weekly Commentary: Hooked On Hedge Fund Leverage,Seeking Alpha,https://seekingalpha.com/article/4778456-weekly-commentary-hooked-on-hedge-fund-leverage?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,finviz,0.01886887662112713,0.9032106995582581,0.07792047411203384,0.059051597490906715
2025-04-30,"Australia's Core Inflation Falls Into Target Zone, Opening Room For A Rate Cut",Seeking Alpha,https://seekingalpha.com/article/4779570-australia-core-inflation-falls-into-target-zone-opening-room-rate-cut?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,finviz,0.6117782592773438,0.05125483497977257,0.33696696162223816,-0.2748112976551056
2025-05-03,Weekly Commentary: The Typical And Atypical,Seeking Alpha,https://seekingalpha.com/article/4781463-weekly-commentary-the-typical-and-atypical?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,finviz,0.031392984092235565,0.932795524597168,0.035811491310596466,0.004418507218360901
2025-07-06,Rising credit card defaults put Argentine bank stocks on alert,Buenos Aires Herald,https://buenosairesherald.com/economics/rising-credit-card-defaults-put-argentine-bank-stocks-on-alert,alphavantage,0.859274685382843,0.031686849892139435,0.10903847962617874,-0.7502362057566643
2025-07-08,"HSBC downgrades JPMorgan, Goldman, and BofA on bank stock rally concerns",InvestmentNews,https://www.investmentnews.com/equities/hsbc-downgrades-jpmorgan-goldman-and-bofa-on-bank-stock-rally-concerns/261208,alphavantage,0.9466405510902405,0.04456271603703499,0.00879676453769207,-0.9378437865525484
2025-07-13,"April Grajales, Tampa Market Executive, Regions Bank",Capital Analytics Associates,https://capitalanalyticsassociates.com/april-grajales-tampa-market-executive-regions-bank/,alphavantage,0.019554030150175095,0.9295652508735657,0.05088067427277565,0.031326644122600555
2025-07-15,"News | Banks shrink exposure to problem office loans, led by Wells Fargo",CoStar,https://www.costar.com/article/2119927792/banks-shrink-exposure-to-problem-office-loans-led-by-wells-fargo,alphavantage,0.6878747940063477,0.023763012140989304,0.28836214542388916,-0.3995126485824585
2025-07-18,"Watch Huntington Bank CFO: Q2 Earnings Were ""Phenomenal""",Bloomberg.com,https://www.bloomberg.com/news/videos/2025-07-18/huntington-bank-cfo-q2-earnings-were-phenomenal-video,alphavantage,0.02296772226691246,0.029447436332702637,0.947584867477417,0.9246171452105045
2025-08-01,"KeyCorp, Independent Bank, Hope Bancorp, Home Bancshares, and Glacier Bancorp Stocks Trade Down, What You Need To Know",Yahoo Finance,https://finance.yahoo.com/news/keycorp-independent-bank-hope-bancorp-164055290.html,alphavantage,0.24934905767440796,0.7211229801177979,0.029527949169278145,-0.21982110850512981
2025-08-05,Spotting Winners: NBT Bancorp (NASDAQ:NBTB) And Regional Banks Stocks In Q2,Yahoo Finance,https://finance.yahoo.com/news/spotting-winners-nbt-bancorp-nasdaq-033200902.html,alphavantage,0.040504083037376404,0.6912907958030701,0.26820507645606995,0.22770099341869354
2025-08-07,St. Petersburg bank lays off employees as it cuts loan program,Business Observer,https://www.businessobserverfl.com/news/2025/aug/07/st-petersburg-bank-lays-off-employees/,alphavantage,0.9711162447929382,0.021173303946852684,0.007710462901741266,-0.963405781891197
2025-10-11,"Imperial Bank of Commerce: The rise in gold prices is due to concerns about long-term inflation. Gold will rise to $4,500 in the next two years. - Bitget",Bitget,https://www.bitget.com/amp/news/detail/12560605010785,alphavantage,0.04215710610151291,0.35149964690208435,0.6063432693481445,0.5641861632466316
2025-10-12,"Motilal Oswal recommends HDFC Bank, SBI as top picks ahead of RBI’s ECL regime transition - The Economic Times",The Economic Times,https://economictimes.indiatimes.com/markets/stocks/news/motilal-oswal-recommends-hdfc-bank-sbi-as-top-picks-ahead-of-rbis-ecl-regime-transition/articleshow/124496994.cms?from=mdr,alphavantage,0.011854470707476139,0.8910560011863708,0.0970895066857338,0.08523503597825766
2025-10-12,"Is Wells Fargo the Big Bank to Buy Now? Latest WFC Stock Price, News & Forecasts (Oct 2025) - ts2.tech",ts2.tech,https://ts2.tech/en/is-wells-fargo-the-big-bank-to-buy-now-latest-wfc-stock-price-news-forecasts-oct-2025/,alphavantage,0.021120775490999222,0.935200035572052,0.043679215013980865,0.022558439522981644
2025-10-12,Wall St Week Ahead: Investors seek economic clues from bank earnings amid data fog - Khaleej Times,Khaleej Times,https://www.khaleejtimes.com/business/markets/wall-st-week-ahead-investors-seek-economic-clues-from-bank-earnings-amid-data-fog-3?amp=1,alphavantage,0.05847705528140068,0.5249449610710144,0.4165779948234558,0.35810093954205513
2025-10-13,Wall Street Week Ahead: Investors seek economic clues from bank earnings amid data fog - Business Recorder,Business Recorder,https://www.brecorder.com/news/40387048/wall-street-week-ahead-investors-seek-economic-clues-from-bank-earnings-amid-data-fog,alphavantage,0.09492376446723938,0.6084244251251221,0.29665184020996094,0.20172807574272156
2025-10-13,Wall Street Week Ahead: Investors seek economic clues from bank earnings amid data fog,Business Recorder,https://www.brecorder.com/news/amp/40387048,alphavantage,0.07318835705518723,0.670297384262085,0.256514310836792,0.18332595378160477
2025-10-13,"Spotlight On: Kenneth Mitchell, Division Manager, New York Metro Commercial Banking, Popular Bank",Capital Analytics Associates,https://capitalanalyticsassociates.com/spotlight-on-kenneth-mitchell-division-manager-new-york-metro-commercial-banking-popular-bank/,alphavantage,0.01974445767700672,0.9449517726898193,0.035303812474012375,0.015559354797005653
2025-10-13,Why Regional Banks Might Be the Value Play Everyone's Missing - AOL.com,AOL.com,https://www.aol.com/articles/why-regional-banks-might-value-115300131.html,alphavantage,0.050913531333208084,0.9198364019393921,0.029250038787722588,-0.021663492545485497
2025-12-31,"How to Choose Canadian Bank Stocks: Safety, Upside, or Yield?",NAI500,https://nai500.com/blog/2025/12/how-to-choose-canadian-bank-stocks-safety-upside-or-yield/,alphavantage,0.038397666066884995,0.92477947473526,0.0368228442966938,-0.0015748217701911926
2025-12-31,The Truth About Banc of California: Is This ‘Boring’ Bank About To Go Viral On Wall Street?,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/ueberblick/the-truth-about-banc-of-california-is-this-boring-bank-about-to-go/68442814,alphavantage,0.1934657245874405,0.7810546159744263,0.02547958306968212,-0.16798614151775837
2025-12-31,NatWest Group plc (ADR): Boring Bank Stock or Sneaky Genius Money Move?,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/ueberblick/natwest-group-plc-adr-boring-bank-stock-or-sneaky-genius-money-move/68443048,alphavantage,0.04023035243153572,0.9275127649307251,0.03225692734122276,-0.007973425090312958
2025-12-31,"Ascent Group LLC Buys 22,531 Shares of Bank of America Corporation $BAC",MarketBeat,https://www.marketbeat.com/instant-alerts/filing-ascent-group-llc-buys-22531-shares-of-bank-of-america-corporation-bac-2025-12-31/,alphavantage,0.013539963401854038,0.923624575138092,0.0628354474902153,0.04929548408836126
2025-12-31,The Truth About Cadence Bank (CADE): Underdog Stock or Sleepy Side Quest?,AD HOC NEWS,https://www.ad-hoc-news.de/boerse/news/ueberblick/the-truth-about-cadence-bank-cade-underdog-stock-or-sleepy-side-quest/68443939,alphavantage,0.03345191851258278,0.9187539219856262,0.04779417812824249,0.014342259615659714
2025-12-31,"The Zacks Analyst Blog Highlights Bank of America, Wells Fargo and U.S. Bancorp",Yahoo Finance,https://finance.yahoo.com/news/zacks-analyst-blog-highlights-bank-120700109.html,alphavantage,0.0264007318764925,0.939362108707428,0.034237150102853775,0.007836418226361275
2025-12-31,JPMorgan stock slips on final trading day of 2025 as banks lag; what to watch next,ts2.tech,https://ts2.tech/en/jpmorgan-stock-slips-on-final-trading-day-of-2025-as-banks-lag-what-to-watch-next/,alphavantage,0.900004506111145,0.0892731323838234,0.010722324252128601,-0.8892821818590164
2025-12-31,Q3 Earnings Outperformers: Coastal Financial (NASDAQ:CCB) And The Rest Of The Regional Banks Stocks,Finviz,https://finviz.com/news/265755/q3-earnings-outperformers-coastal-financial-nasdaq-ccb-and-the-rest-of-the-regional-banks-stocks,alphavantage,0.9598425030708313,0.023695113137364388,0.01646239496767521,-0.9433801081031561
2025-12-31,Bank of America stock dips as Fed repo borrowing hits a record at year-end,ts2.tech,https://ts2.tech/en/bank-of-america-stock-dips-as-fed-repo-borrowing-hits-a-record-at-year-end/,alphavantage,0.9640260934829712,0.02322106622159481,0.012752873823046684,-0.9512732196599245
